0.000000 0.387099 0.205631 7.004870 48.331670 29.124783 174.794390
1000.000000 0.387098 0.205834 6.945468 47.072338 31.969051 175.796060
2000.000000 0.387099 0.206038 6.886521 45.794570 34.828970 176.795500
3000.000000 0.387099 0.206209 6.828258 44.495473 37.702925 177.806810
4000.000000 0.387098 0.206395 6.770702 43.176568 40.600697 178.810520
5000.000000 0.387099 0.206565 6.714375 41.836211 43.511965 179.819530
6000.000000 0.387099 0.206712 6.659293 40.472045 46.444474 -179.163800
7000.000000 0.387099 0.206866 6.605553 39.085267 49.402056 -178.155340
8000.000000 0.387100 0.206996 6.553662 37.675044 52.372155 -177.135700
9000.000000 0.387100 0.207109 6.503460 36.238886 55.372418 -176.115480
10000.000000 0.387100 0.207221 6.455213 34.778490 58.393165 -175.100120
11000.000000 0.387101 0.207307 6.409237 33.293238 61.432031 -174.072610
12000.000000 0.387099 0.207379 6.365454 31.781030 64.501467 -173.047770
13000.000000 0.387100 0.207453 6.324034 30.244287 67.589956 -172.023960
14000.000000 0.387099 0.207479 6.285368 28.681847 70.700050 -170.987050
15000.000000 0.387098 0.207515 6.249198 27.093549 73.837849 -169.955620
16000.000000 0.387099 0.207524 6.215852 25.480670 76.996627 -168.922060
17000.000000 0.387099 0.207495 6.185576 23.843862 80.175025 -167.877070
18000.000000 0.387099 0.207483 6.158068 22.182448 83.383094 -166.842000
19000.000000 0.387099 0.207421 6.133792 20.499363 86.607271 -165.799850
20000.000000 0.387098 0.207347 6.112713 18.795343 89.852009 -164.752290
21000.000000 0.387099 0.207278 6.094693 17.070209 93.122272 -163.713820
22000.000000 0.387099 0.207155 6.080080 15.329348 96.401377 -162.664010
23000.000000 0.387098 0.207039 6.068685 13.571234 99.702531 -161.616010
24000.000000 0.387099 0.206908 6.060490 11.799003 103.018220 -160.572230
25000.000000 0.387099 0.206734 6.055581 10.017667 106.338840 -159.517560
26000.000000 0.387099 0.206568 6.053818 8.224614 109.679990 -158.471750
27000.000000 0.387100 0.206377 6.055013 6.426571 113.021190 -157.423800
28000.000000 0.387101 0.206158 6.059168 4.624968 116.370880 -156.372140
29000.000000 0.387100 0.205947 6.066054 2.820156 119.728480 -155.329720
30000.000000 0.387100 0.205713 6.075306 1.016962 123.081780 -154.282870
31000.000000 0.387100 0.205456 6.086916 -0.782183 126.438910 -153.235950
32000.000000 0.387099 0.205214 6.100426 -2.578969 129.795730 -152.197210
33000.000000 0.387099 0.204934 6.115467 -4.367043 133.144890 -151.152780
34000.000000 0.387099 0.204658 6.131888 -6.147940 136.495960 -150.114900
35000.000000 0.387099 0.204381 6.149189 -7.921674 139.843400 -149.084720
36000.000000 0.387099 0.204076 6.166848 -9.684027 143.182140 -148.050100
37000.000000 0.387098 0.203797 6.184827 -11.438548 146.525690 -147.028870
38000.000000 0.387099 0.203506 6.202377 -13.184521 149.862630 -146.011740
39000.000000 0.387098 0.203211 6.219082 -14.920882 153.196360 -144.993860
40000.000000 0.387099 0.202952 6.234941 -16.651631 156.537270 -143.992000
41000.000000 0.387099 0.202679 6.248980 -18.376869 159.873180 -142.990390
42000.000000 0.387099 0.202429 6.261144 -20.097870 163.214970 -141.992430
43000.000000 0.387099 0.202218 6.271224 -21.818466 166.565310 -141.009140
44000.000000 0.387099 0.202005 6.278367 -23.541028 169.918600 -140.023930
45000.000000 0.387101 0.201835 6.282794 -25.266973 173.287480 -139.046940
46000.000000 0.387100 0.201712 6.284118 -27.002170 176.666370 -138.077970
47000.000000 0.387101 0.201599 6.281856 -28.748876 -179.938250 -137.106710
48000.000000 0.387100 0.201550 6.276255 -30.509949 -176.525440 -136.138880
49000.000000 0.387099 0.201548 6.267141 -32.291513 -173.094290 -135.172890
50000.000000 0.387100 0.201558 6.254077 -34.096563 -169.638380 -134.198280
51000.000000 0.387099 0.201651 6.237814 -35.928563 -166.159020 -133.226370
52000.000000 0.387099 0.201763 6.217901 -37.793606 -162.652540 -132.245880
53000.000000 0.387099 0.201915 6.194700 -39.695082 -159.114520 -131.254690
54000.000000 0.387099 0.202134 6.168707 -41.635357 -155.544590 -130.263080
55000.000000 0.387099 0.202354 6.139914 -43.622310 -151.941810 -129.251070
56000.000000 0.387098 0.202632 6.109000 -45.655198 -148.300120 -128.229880
57000.000000 0.387098 0.202936 6.076361 -47.739644 -144.620750 -127.199340
58000.000000 0.387099 0.203236 6.042609 -49.879212 -140.904660 -126.141430
59000.000000 0.387098 0.203584 6.008209 -52.072012 -137.142930 -125.076930
60000.000000 0.387099 0.203914 5.973995 -54.324386 -133.341730 -123.994350
61000.000000 0.387099 0.204238 5.940642 -56.633429 -129.500210 -122.886600
62000.000000 0.387100 0.204579 5.908573 -58.998818 -125.611380 -121.774000
63000.000000 0.387100 0.204873 5.879030 -61.421055 -121.687310 -120.639250
64000.000000 0.387101 0.205152 5.852220 -63.895778 -117.719320 -119.488560
65000.000000 0.387100 0.205420 5.829066 -66.417223 -113.718950 -118.329510
66000.000000 0.387100 0.205621 5.810306 -68.984832 -109.685210 -117.153530
67000.000000 0.387100 0.205791 5.796281 -71.587719 -105.624030 -115.965370
68000.000000 0.387098 0.205930 5.787552 -74.219985 -101.544490 -114.772470
69000.000000 0.387099 0.205976 5.784764 -76.875299 -97.446466 -113.567780
70000.000000 0.387099 0.206000 5.787748 -79.542329 -93.340242 -112.361830
71000.000000 0.387098 0.205956 5.797011 -82.212143 -89.235184 -111.155140
72000.000000 0.387099 0.205832 5.812626 -84.876148 -85.133660 -109.945340
73000.000000 0.387098 0.205685 5.834123 -87.525293 -81.042988 -108.744830
74000.000000 0.387099 0.205454 5.861739 -90.147711 -76.978052 -107.546480
75000.000000 0.387099 0.205173 5.894924 -92.738029 -72.934098 -106.355400
76000.000000 0.387098 0.204859 5.933185 -95.289072 -68.920967 -105.180060
77000.000000 0.387099 0.204468 5.976199 -97.789345 -64.951858 -104.010740
