Pri_dMass,Age,Pri_ProtInitial,Pri_ProtAge,Pri_ProtFinal
0.553602,6780701698.436425,7.5992,61.125171,62.209788
0.346076,5996119217.588629,1.43694,46.830947,52.552143
0.733934,2116637055.0727265,1.91471,25.444658,51.542178
0.108339,3505826599.389133,5.21398,21.515904,49.836398
0.676933,5777949816.145528,7.63784,51.162331,56.570718
0.503553,3368571572.159256,5.61215,39.689361,61.228077
0.571718,6198233320.327925,3.0083,56.666514,60.660286
0.763671,5483442247.481415,0.860847,42.71884,49.029557
0.774533,2231449020.957058,1.30875,24.688641,48.73678
0.705307,3759648411.9416914,7.09752,39.279186,54.606622
0.576201,5477928753.745762,3.41014,52.958824,60.796056
0.484738,3391506843.3917975,2.84085,37.241025,59.413249
0.936564,4470025856.883575,12.6242,33.351662,42.773485
0.314251,6257330624.164544,1.23261,47.233653,51.458514
0.506383,1297101242.2060294,1.55437,8.940169,58.909497
0.146036,2796886655.48233,6.41438,20.526409,51.80381
0.156704,3672142341.704646,4.05548,27.327818,50.358278
0.817262,5666147970.926772,3.38914,42.185498,47.250483
0.134509,3773215807.508924,1.24784,15.456684,44.606748
0.15593,1891541406.4058843,1.01991,1.24025,44.877812
0.901851,6707862781.375012,1.74692,42.265126,43.288881
0.794044,6118706883.057093,14.874,46.138786,49.444843
0.624122,6218905085.67367,1.63815,54.508289,58.280412
0.198165,1480969748.1041145,7.8804,7.349845,53.435589
0.756438,2768555649.7465563,4.8299,30.779319,50.869868
0.838872,2393317536.9523773,12.3679,27.004965,46.977396
0.433491,4578294858.265604,14.5914,47.827683,60.546668
0.728714,4679064738.694143,0.963479,40.747849,51.259454
0.632681,5866474665.468451,5.7575,54.012899,59.36933
0.760295,6867509409.715856,1.00384,48.827041,49.352911
0.596207,1711587087.6995792,13.9166,28.949785,62.329736
0.442625,1225030651.2080622,1.67322,4.471003,56.29965
0.663588,3141192787.404504,5.63883,36.938173,57.204642
0.688155,6283225824.0216465,6.75978,52.606806,55.659849
0.849271,2549095674.4006414,2.45531,26.048868,45.503458
0.847045,1905751771.8477597,4.31095,22.631372,45.941672
0.56566,2851346911.289492,10.9455,38.370129,62.680497
0.823471,4873191621.429832,10.6098,39.477143,47.679807
0.849365,6582361887.578623,4.17857,44.37125,45.81447
0.784778,5034113787.666704,2.34294,40.563278,48.611996
0.508936,4283330264.1045833,3.03586,44.656186,60.210836
0.368223,3305951600.2531815,4.60704,33.371126,56.013686
0.410489,6493905244.736246,3.2092,53.486032,56.249151
0.327995,3076503715.325514,3.38693,28.504148,54.631464
0.505809,2580178901.965207,1.19463,27.770331,58.398101
0.480419,3389387244.008491,2.14599,36.182708,58.690446
0.285367,2463171553.153062,2.81146,18.578349,53.163179
0.713547,3074887428.6241217,2.63656,33.359199,53.139754
0.234527,4864517627.785189,4.07801,39.90057,52.29181
0.586063,1677998530.0336933,10.0883,27.717807,62.184741
0.326566,1788684209.1097963,4.12388,13.909481,55.156342
0.547386,1146421083.7553349,12.1154,21.627824,62.967764
0.503424,3404284055.117614,2.59922,37.715319,59.798869
0.265374,4693653333.0798855,3.56838,39.29281,53.144692
0.844144,5741709594.319838,3.70867,41.348462,45.988742
0.273322,3444636879.42651,3.93742,30.431393,53.760307
0.253246,2871951965.030979,2.77164,21.668154,51.832981
0.899431,2460488260.3832893,1.21577,23.809702,43.164849
0.266963,6739610164.6026945,3.03854,51.075133,52.710203
0.51131,3225411580.0309596,3.7246,37.517805,60.631529
0.289746,2701677770.0564356,1.42126,16.737912,51.21374
0.871405,1544450704.740518,8.82596,20.423061,45.252597
0.872073,2549881395.1763544,4.53937,26.137279,44.860924
0.129868,3064255863.634584,2.00139,8.862005,46.473646
0.788529,3552655283.090209,3.42511,33.688216,48.689243
0.119497,6108113676.78216,1.07465,36.386084,42.679132
0.788159,1267445605.0350668,13.4857,20.479862,49.704407
0.53485,4575300760.394387,4.88548,48.165013,61.438639
0.948936,2484542816.381135,5.58506,23.67683,41.709874
0.554003,4511850258.536976,2.82854,46.751365,60.638648
0.449217,6832375990.458742,1.0396,54.668683,55.615715
0.901275,2392624310.2508793,1.38057,23.438849,43.184426
0.211036,1929201148.7771997,3.71235,7.495069,51.344021
0.45794,6209759555.650498,5.54492,55.570138,59.613042
0.324596,5143313134.058907,12.2919,48.047107,58.119895
0.65046,2712441175.759144,1.72981,31.939208,56.765029
0.504538,4010997482.67457,3.14103,42.639707,60.178461
0.528736,3664576976.846737,8.65859,43.348335,62.354239
0.698603,6896578357.29229,1.46558,52.985517,53.460709
0.615798,4711810958.693867,2.588,47.376595,59.287476
0.699261,5388086691.543688,5.53266,47.691959,54.739778
0.565891,6404009827.564044,11.4668,59.823551,62.74906
0.874437,1081225851.0213087,1.22503,13.693015,44.051349
0.161222,5782874060.99947,2.27858,40.810587,48.305737
0.209073,2834228812.436802,1.1382,9.366766,47.289146
0.829527,2770107690.1325097,1.94135,27.525363,46.286656
0.712575,3268598007.6983657,0.844999,33.037412,52.113409
0.446815,4104487252.3756423,1.97266,39.63111,56.881392
0.864182,3264139977.253124,11.1273,30.845105,45.697133
0.250098,1081683527.192056,3.3933,2.127355,52.340861
0.326674,4012931674.404534,5.29497,37.933654,55.846963
0.991327,3423215287.456347,3.18157,25.903858,39.134122
0.34947,2038094652.8005936,0.819369,5.484916,51.056932
0.532076,6734646924.875918,13.1018,61.706592,63.072549
0.3306,4075558741.0289025,0.826857,30.899911,50.652326
0.355576,2124430343.0874047,3.57002,19.516986,55.160413
0.946138,1604571680.1072717,2.37315,17.971281,41.512001
0.452617,6766825959.9202795,10.5175,59.51733,60.691507
0.72988,2577464265.3246694,12.2234,31.847573,53.454366
0.739182,6279087039.411117,1.52296,48.064461,51.009027
0.461072,4380807151.573864,6.53206,45.623568,60.090061
0.81411,3389621671.397301,1.25039,30.981312,46.734795
0.740602,6960306104.120265,8.92257,52.270689,52.441204
0.437638,6648925925.608159,3.00536,55.443028,57.329853
0.522702,6820972953.299512,5.70989,60.567473,61.573759
0.176241,2054116816.9833655,1.25353,2.273629,46.450885
0.611255,2168376923.6771727,5.87525,30.865602,60.580554
0.957755,2428635719.4791946,8.59061,23.415881,41.35751
0.999491,6003346471.419808,1.65697,34.649657,38.573776
0.262609,6188391936.000056,5.58117,50.096646,54.41275
0.580875,1603186873.7580688,5.87857,25.036677,61.521612
0.650806,2980806355.383832,1.8128,34.148468,56.797453
0.817969,6281631431.07807,7.55791,45.092562,47.745376
0.508405,1969697369.7538447,8.79706,29.015638,62.132861
0.948958,5392737071.648551,4.40705,35.477145,41.609091
0.141651,6504815998.482852,5.03627,48.070757,50.736369
0.160313,3247732917.383637,5.22533,25.120024,51.371355
0.70672,6343262585.658352,2.48877,50.723482,53.505098
0.939013,6519816881.724067,6.42712,40.398711,42.345055
0.482414,2153802302.197257,5.84716,28.555047,60.737973
0.877995,2950810478.6007404,1.9082,27.382525,44.155336
0.107396,5546089425.348846,3.50192,38.015522,47.833091
0.302278,5368758314.659602,9.41991,48.126579,57.135064
0.263454,3023776646.8396273,13.6408,32.586597,57.127338
0.547054,6485255749.050325,9.38973,60.061659,62.560553
0.804571,1931727417.4583817,12.7715,25.081185,48.791453
0.602302,4453639047.402929,2.43002,45.935555,59.7384
0.258923,4426196809.59893,5.721,39.24725,54.339859
0.232195,3509350246.549784,2.14067,25.687202,50.102154
0.61472,5124829530.01686,10.516,51.824797,61.174306
0.921423,2466746920.925971,5.94182,24.59179,43.210975
0.319436,3695673464.699123,2.88938,32.847761,54.045998
0.386573,2522519054.0523624,2.86613,24.577925,55.220166
0.842979,4347293967.577758,1.08641,34.721791,45.298147
0.138674,6815346063.876654,1.51037,44.621031,45.675543
0.934938,4470622201.569833,7.45605,33.150644,42.636196
0.738951,3374051416.474152,9.91403,35.991009,52.645152
0.55167,5291481660.355589,2.64579,51.454007,60.526336
0.471714,1852331274.4367223,6.67379,25.407847,60.589774
0.663359,4447531294.790621,4.76952,44.611994,57.036928
0.569946,4631455325.726776,2.10515,47.145678,60.132205
0.613061,5844879539.388088,8.7275,55.386219,61.014527
0.399604,6276355455.472542,1.34753,49.810191,53.77917
0.112351,3137461112.3938503,9.3813,23.739333,52.600487
0.342617,3300074717.5987525,5.91197,33.529513,56.322012
0.167803,6285086322.064793,0.954599,40.484147,45.256942
0.359808,1522783184.5675566,2.44076,6.413281,54.237679
0.737739,2684400749.090925,5.34934,31.004335,52.194717
0.776748,6412212861.04593,13.048,48.129021,50.356996
0.371331,1175992178.7108035,2.93634,4.243151,54.932991
0.275913,4987030102.203039,0.929075,36.409027,49.315631
0.566791,4659359993.35503,2.99933,47.983469,60.696502
0.690897,4797858970.336781,2.9309,44.442493,54.62643
0.893941,6978317607.251599,2.78364,43.699547,43.768364
0.126125,5044352795.470968,3.83744,36.519497,49.117839
0.92628,4976451767.93619,6.97994,35.482548,43.056751
0.151556,6533958544.032065,8.70662,50.639752,53.067826
0.83916,2088128181.2987268,4.17171,23.965142,46.299497
0.578112,2441835243.942057,6.45847,33.663188,61.709792
0.666926,4943007463.427856,3.53245,46.643166,56.449882
0.772098,1057116010.4609334,13.038,18.811115,50.646836
0.929272,4698872943.750423,3.46331,33.902705,42.590193
0.806115,4491704885.704296,1.32339,36.763349,47.151916
0.280269,2541021679.5714636,3.66619,21.224792,53.794211
0.943585,1938933522.3451104,12.5734,21.556789,42.365894
0.348763,3536514341.6386466,3.68993,33.592346,55.148758
0.977177,4839577479.409625,2.4521,31.791314,39.740636
0.268587,4018147944.0068555,13.4374,40.053961,57.266475
0.25729,1882975111.7067504,9.08641,18.215883,55.680267
0.88316,2329988303.411531,1.52012,23.549439,43.84014
0.730243,6227877660.437325,5.56972,49.587535,52.734714
0.655779,1115808292.250564,0.939505,11.39364,55.704244
0.735035,6439367882.30535,10.2502,50.722501,52.946423
0.962604,4270159859.0775714,3.21529,30.58814,40.673201
0.373003,3944351377.7767396,0.88307,31.844897,51.858028
0.441411,3085543678.5826273,6.89943,35.768668,59.301105
0.620146,2226858777.2782426,3.95129,30.318615,59.6229
0.726393,2903951144.2212505,13.963,34.218273,53.813267
0.822603,6393344312.813041,3.01932,44.661428,46.908431
0.876794,5066637678.935106,1.05425,36.738121,43.880374
0.333742,1045941099.9576855,1.26051,1.150252,51.937833
0.483033,1012825178.53035,3.25351,7.02354,59.616071
0.157313,6722496443.75166,1.31629,44.19221,45.990279
0.540359,1190998438.0165076,7.25051,19.582257,62.130179
0.576699,5821797389.191551,2.79213,54.378322,60.492245
0.688247,4673671092.971875,3.81764,44.263326,55.06773
0.10356,5802379891.763246,4.7978,41.66757,49.483977
0.842226,3340386238.6749086,3.159,30.812561,45.982524
0.777351,3767222938.942238,3.29711,35.214667,49.282706
0.919449,5213874646.2836,0.924012,35.628496,42.425702
0.66055,6837805626.220983,10.3314,57.410425,58.103368
0.690127,1573368007.0553353,0.976013,19.078506,53.547803
0.589356,1796736934.4266691,1.25839,22.053951,59.126499
0.898747,1803970437.5025086,6.72268,21.35822,44.04413
0.609135,2345815463.5405517,5.75453,32.510286,60.646866
0.639528,3104458394.5668516,2.15349,35.707964,57.732351
0.217629,3161410091.2638144,4.26568,25.909066,51.914842
0.885945,4129839362.1472554,0.967061,32.404843,43.502774
0.837476,5460160364.616416,14.4616,41.511239,47.142075
0.138482,5430565612.976336,2.44622,37.881693,47.714781
0.5894,5769384875.074857,9.39823,55.892732,61.997182
0.15346,4103595404.8266973,7.82667,34.73579,52.712194
0.788355,2323051893.158709,4.21121,26.657703,48.848446
0.142511,4604881667.753546,7.1591,37.52859,52.109643
0.393069,1793404097.8935864,0.973016,5.723733,52.738044
0.927715,6973177889.003053,1.97563,42.29233,42.412158
0.168885,2100765465.9403768,5.66174,10.555118,51.962493
0.409102,6270793954.293233,2.04541,51.203761,55.142112
0.630127,1836949018.7611892,10.3022,29.010777,60.250139
0.970538,4661288277.220398,7.1027,31.979026,40.519515
0.391582,5801958038.659002,10.3274,52.362493,58.405003
0.596246,1024347176.1341418,1.5622,9.246528,59.289662
0.280162,4932959831.98166,12.3445,46.069507,57.396509
0.856657,3977196263.250598,5.19658,33.870677,45.606189
0.997573,3705640126.0634246,14.7554,27.50671,39.41755
0.941045,5559081228.984187,2.70552,36.315243,41.855909
0.792887,6446027136.779266,11.2785,47.267641,49.31601
0.710624,5556741253.719578,6.06879,47.964322,54.113698
0.395281,6325249344.043085,3.28929,52.213966,55.793004
0.732044,5054765494.880009,2.7727,43.565203,51.995119
0.413727,3386379353.016349,1.86373,32.244369,55.1181
0.458586,6108704903.962987,2.48214,53.305582,57.975601
0.618289,2563027020.376462,8.57623,34.966262,60.721192
0.376216,6944547989.738353,6.81306,56.848899,57.117702
0.139069,4262407140.104076,13.1029,38.135679,54.262213
0.46269,4487549211.612326,1.2245,41.819401,56.697285
0.656496,1046509357.7734936,1.79878,13.306739,56.408555
0.45064,3020258923.955885,13.852,37.93442,61.169216
0.469366,2378869052.5172586,6.44904,30.65714,60.423979
0.475562,2276830654.9120307,3.62317,27.613736,59.531602
0.684128,2074628707.8850746,7.01823,28.723686,55.973749
0.254498,6567865275.32171,4.46938,50.963414,53.391613
0.423149,4151363606.655629,9.89793,43.760946,59.288163
0.109408,2690767601.691762,1.87649,3.394816,44.838515
0.274959,2214699505.042741,10.8912,24.300025,56.868062
0.249495,5328620976.559627,7.03524,45.30599,54.592915
0.802923,2405201866.4686546,2.01749,25.91428,47.594895
0.38996,3117471587.4468617,3.24507,30.976657,55.61136
0.123122,5876081358.234528,10.1016,46.808628,53.02577
0.410747,6509298299.065669,8.68241,55.957928,58.532323
0.284956,5407841336.261165,1.59637,41.783817,51.404239
0.228132,3366876700.5044594,1.10596,19.210079,47.700014
0.618219,5904897688.797414,0.952289,52.312889,57.856637
0.125926,1926401002.0766988,2.90363,2.692996,47.90378
0.982981,6200538147.787626,5.09045,36.405527,39.707807
0.265228,5617106871.838678,1.13348,41.088029,49.48108
0.366865,6685054404.490304,1.06135,50.415734,52.185249
0.90693,2504836875.0704927,4.2953,24.903819,43.601602
0.931415,5384730709.737868,4.70178,36.477668,42.61837
0.631326,6046790638.059726,2.25765,53.765437,58.288664
0.605604,1262686958.1332426,0.930696,12.289621,58.310875
0.886751,1985966133.8097918,11.6857,23.390881,44.771735
0.984586,6463067930.14622,1.08743,36.758368,39.056427
0.57949,3253285486.8710537,3.15331,38.433974,60.632992
0.390482,2109520733.4671595,11.6006,27.472385,58.654545
0.467282,6259180020.34732,6.82086,56.687257,60.449251
0.833509,6004463367.974748,1.02327,41.936642,45.693024
0.882343,5522264130.328366,3.71965,39.102494,44.344059
0.416443,1733672302.5756311,7.88288,22.438173,58.520524
0.492329,6492036530.722529,10.6482,59.603527,62.178304
0.943104,4818055800.943478,6.67291,33.988222,42.126793
0.541481,4003381315.075062,1.22824,41.274795,59.176609
0.908821,1154424988.8434136,11.464,17.117269,44.017947
0.229513,3016107802.7042084,1.455,16.761363,48.697153
0.459485,5094879851.907119,13.1405,51.548135,61.439275
0.402938,6272947597.052636,7.10706,54.064566,57.823932
0.432673,2909568980.814496,1.15702,26.76615,54.94719
0.761018,1559913546.520297,4.74852,21.734682,50.561947
0.954385,3670677149.1639934,6.38526,28.960979,41.440293
0.832001,2740968914.6037803,2.64354,27.62145,46.362861
0.284191,6046189918.424712,1.09723,44.45222,50.199159
0.867627,5669060831.54051,10.184,40.834336,45.494963
0.690825,3929424513.371542,0.833432,37.925944,53.341888
0.758616,3748125626.249532,5.61969,36.497973,50.851484
0.642992,4466424484.401058,2.4892,44.741671,57.686925
0.594193,4812182404.645678,4.30441,49.311661,60.768952
0.570495,6751590096.240832,0.866063,57.528461,58.762207
0.999204,6120364323.814307,1.40626,35.038496,38.526496
0.421024,1563143118.248475,1.26379,5.858128,54.550601
0.219665,6264255230.019145,9.40897,50.596683,54.462359
0.321905,5979766247.168903,10.3901,52.166713,57.644041
0.39544,1293553392.7631457,4.71989,9.997861,56.657518
0.186891,5497895895.189743,1.1896,36.496901,46.075861
0.547106,1544685169.4327724,11.4554,26.227681,62.879211
0.770512,2019194146.8659935,1.40402,23.268568,49.02011
0.431057,5791205648.927766,5.86127,52.219875,58.475886
0.797904,1741825399.0613697,4.95251,22.525741,48.468807
0.722987,4536341418.618448,0.876744,40.124692,51.52489
0.3989,1060779400.3973143,3.38836,4.527195,55.972103
0.176985,4808946145.401812,2.11869,34.226851,48.396072
0.182214,4383912597.652927,3.89674,34.121822,50.411669
0.801663,3368817843.2928324,6.74176,32.973061,48.498117
0.616004,5911467239.1893015,2.85121,54.051155,59.408073
0.525285,3014039398.063464,3.91449,36.31584,60.951206
0.316015,2047128060.6546159,0.916532,4.811946,50.614345
0.440967,3823477328.7683234,3.3803,38.935377,57.749486
0.528093,5475334283.019678,3.63515,52.783516,60.860922
0.621512,2673899283.532851,2.00322,32.49621,58.67341
0.666297,4343404901.6123295,4.65375,43.855708,56.798841
0.614914,5712704884.886088,6.37335,54.213781,60.511997
0.709756,2254341379.553441,7.7303,29.530127,54.401175
0.725447,4053211532.1248837,4.18281,39.293909,52.799248
0.653002,2220642754.5863285,2.85338,28.849779,57.178668
0.193702,2264705898.806027,0.97601,2.770135,45.706811
0.157804,1876280007.545353,2.47345,3.007669,48.509471
0.748579,5914618886.906933,1.56797,45.954595,50.440225
0.487831,6329236673.494821,0.892041,53.606164,57.242068
0.787602,2599209046.930645,0.988009,26.595736,47.822146
0.943635,2658171843.4550533,3.16171,24.363523,41.776929
0.523834,3755999680.7020288,0.932382,38.253513,58.386009
0.514504,5991324627.736951,8.31668,57.017615,62.123318
0.648041,2963105089.43612,3.49763,35.356685,57.755049
0.228661,5670800619.725348,3.76754,44.392971,51.827165
0.294206,4456010362.502932,10.6633,42.899714,57.336861
0.463349,5084878781.126321,1.13528,45.588958,56.571948
0.919545,1492977758.2856073,12.9645,19.488949,43.653514
0.401287,5080900023.800663,4.94076,46.547315,56.93279
0.521817,4655297794.480877,6.48818,49.041762,61.785081
0.183478,4561211929.073082,3.93154,35.523063,50.412658
0.366256,5860177005.749324,1.4607,46.64598,53.020856
0.24572,1615041131.9393353,7.18133,10.663294,54.504217
0.541346,1736193614.983983,3.27638,23.563075,60.821485
0.76857,1279792514.0781162,3.75417,18.511557,49.905045
0.74169,6445719664.430901,5.04906,49.692168,51.880485
0.548742,2323250821.839729,0.916455,25.827511,58.768138
0.561127,4963854620.122702,8.56763,51.703468,62.355366
0.261101,6855441081.299982,12.7161,55.980132,56.832638
0.17792,5977129257.163493,9.41109,47.846614,53.54825
0.289429,6869280774.699776,6.1546,54.890925,55.626457
0.680818,4512858613.1874485,6.28152,44.381477,56.0894
0.724789,3131000760.25113,0.899724,31.8546,51.438944
0.371355,6411248289.766661,0.878972,48.412858,51.799286
0.961066,1601581961.202135,1.07407,16.931853,40.324927
0.266983,3402794458.8467507,13.0926,35.511133,57.134164
0.850472,1314842297.162679,8.86345,19.052064,46.206489
0.600305,5035433474.13204,3.40945,50.080708,60.268136
0.878163,2941281414.621264,1.97783,27.361311,44.168158
0.193705,6419777986.873637,2.47024,45.666426,49.063412
0.971149,4653633260.50439,0.829519,30.906137,39.655391
0.144391,1823083483.3657484,13.8954,13.79002,54.594505
0.193658,5653071250.233526,1.62186,39.409402,47.567991
0.999244,2241313682.2555084,13.839,21.242877,39.332122
0.472699,5721963939.996758,0.994195,49.585974,56.771973
0.141188,5358376957.022746,4.02735,40.119123,49.84529
0.250264,4813492853.10797,5.60398,41.432961,53.921025
0.210418,5755866332.411749,0.844092,38.480643,46.23482
0.262947,6730795573.152127,3.51477,51.323829,52.998274
0.226073,6190210170.313408,6.34137,49.098166,53.403458
0.743147,2589543478.4761596,5.43592,30.228952,51.845102
0.179704,4755490649.41194,6.5537,39.225783,52.273237
0.703634,1339359475.9769428,1.45599,17.379558,53.166548
0.620018,4264562651.3422985,2.85687,44.641911,59.210045
0.853233,5717014342.080986,0.908227,40.004691,44.74102
0.44663,4345720725.394187,2.43117,42.032534,57.324231
0.330767,1487978211.2626166,2.05068,4.19943,53.266302
0.82719,4383460988.696384,3.66423,36.369031,46.805961
0.631876,5160175040.194511,2.44981,49.13924,58.358356
0.615601,2201997265.0187426,1.7476,27.917822,58.778287
0.466359,5177568156.8532095,8.39848,51.283346,60.82791
0.48982,4374978877.956512,4.37716,45.606978,60.426498
0.19627,6347582616.302294,2.64926,45.844084,49.584122
0.614598,6036289720.727816,5.28774,55.711763,60.283121
0.285514,1830263011.4606996,4.01352,11.254805,54.241311
0.467055,4354336783.392939,1.35927,41.394927,57.139779
0.851408,2965425029.0890894,5.29119,29.078808,45.85839
0.491512,3657054873.7237506,10.7804,43.199878,62.181675
0.979086,3840923174.5275826,10.4336,28.688337,40.181913
0.865678,6362885138.67139,2.07469,42.457164,44.691595
0.459876,2649230080.6725016,0.98756,25.098768,56.090577
0.490699,1650744827.3906083,3.68944,20.876573,60.126135
0.962867,6828363250.707652,14.3556,40.509962,41.249287
0.630971,1251413322.3611865,1.5192,15.624628,57.812199
0.38656,4757045297.631072,1.04404,39.309705,52.699668
0.388039,1287897220.2283142,8.28564,15.093172,57.810863
0.689662,6243520973.965812,0.98855,50.213254,53.587853
0.510047,2134522014.0315626,1.33334,23.231454,58.714627
0.128017,1284898598.1749306,7.05055,2.856367,51.693976
0.999321,1662860255.471466,3.95744,17.425585,38.888004
0.275211,2515344749.028945,8.87595,26.310145,56.271094
0.994331,2008608234.4943259,3.54097,19.412436,39.043258
0.758627,4269588856.404539,1.09713,37.444821,49.524699
0.896367,6378521094.8747635,2.06105,41.366014,43.532139
0.561059,5678970002.070583,6.66762,55.218419,61.96604
0.770882,6137230948.531766,1.11258,45.373203,48.817312
0.426263,2323277577.1513968,2.11264,22.795137,55.983624
0.425432,1462134303.5834289,2.43647,9.436753,56.267545
0.768325,3557349237.727847,14.3275,36.110866,50.95873
0.646433,6810198769.153915,1.99441,56.362603,57.197987
0.934637,2386792993.9420347,1.01986,22.354751,41.77193
0.473014,3839695932.0858517,7.07783,42.650304,60.758045
0.9397,1846298383.5724936,1.15127,19.102571,41.559626
0.898595,1058564127.1736975,2.96041,14.732765,43.638128
0.91504,6874110316.320609,2.15954,42.496838,42.997581
0.126247,5722331532.117958,4.15565,41.738434,49.461318
0.819945,5105783305.866426,10.6826,40.650401,47.867902
0.582509,4870561847.161998,4.69622,49.955805,61.165423
0.739251,5299644351.786023,1.76012,43.818902,51.130077
0.176708,2968101664.2832394,10.4008,27.815204,53.927882
0.979023,1543715867.7746778,1.44073,16.416964,39.442443
0.866088,4526082688.940355,6.41976,36.066628,45.306425
0.454994,2384854941.751553,0.940045,21.146902,55.717022
0.421193,2901310974.816123,3.51918,30.792094,56.904849
0.114919,6202265487.337542,13.3286,49.712386,54.076082
0.571389,1355772719.1351416,13.5996,25.062363,62.919643
0.249164,6591557296.687959,6.99103,52.279147,54.559506
0.427863,6480223852.035407,6.71189,55.907247,58.632491
0.906733,2536043777.039322,8.92119,25.737157,43.96458
0.420302,4941999467.577305,3.97375,45.866996,57.139215
0.779906,1558213987.8233235,2.21398,20.001207,48.836173
0.617196,1702934197.7287726,11.1544,28.031536,61.118139
0.940568,4692363579.031809,1.85177,32.971843,41.717697
0.464802,6790650744.586177,12.9963,60.528603,61.635705
0.277443,1593358995.227789,5.75824,10.059434,55.06155
0.377816,1656987473.3958056,3.71323,14.03463,55.654289
0.46074,4331790266.634249,1.12356,40.376075,56.412466
0.856883,4871327147.188903,1.82965,36.938166,44.99307
0.662672,5121802965.2287,1.08482,46.272753,55.419112
0.659144,5474824299.68965,14.3636,51.700153,58.570038
0.863086,5201093491.966654,1.90757,38.127972,44.752923
0.886613,1968066768.8438406,3.84621,22.149636,44.200559
0.672162,6134260130.645016,2.16407,51.614779,55.55036
0.624782,6343876128.524476,0.847868,54.167047,57.395046
0.827851,1024369949.5226022,2.42387,14.379846,46.509307
0.421823,5377828460.589846,7.2811,50.242024,58.554816
0.122002,4525365404.032049,6.69396,35.525114,51.302489
0.750058,1671962699.9296217,2.41521,21.642419,50.709288
0.163545,5189024637.773485,2.65398,37.635094,48.975044
0.606481,3286664077.152798,1.35161,36.86548,58.795626
0.679526,4198968456.96661,0.891155,40.004513,54.107307
0.716162,2145181382.5307343,10.0975,29.068501,54.226178
0.66188,2185132675.7180357,5.37235,29.759946,57.274953
0.339515,5351012932.533057,3.81689,45.892242,55.114606
0.51391,4927190413.982208,2.32804,48.275131,59.828497
0.958987,5145723355.241987,11.8057,34.533491,41.408519
0.449132,3667300051.25538,10.8932,41.847805,60.611399
0.999786,4734993745.574055,4.93524,30.585653,38.949505
0.851278,6378314537.190101,7.8009,43.938413,46.093125
0.787663,3252129695.999324,1.43952,31.095066,48.097781
0.671701,6662823599.872328,10.5791,55.926274,57.299814
0.211796,3751185965.603296,3.92709,30.642889,51.538474
0.243806,4482407674.158211,2.61683,35.659181,51.23539
0.836955,6473496326.3104315,5.78166,44.736134,46.608974
0.584762,1433099720.5217717,8.85384,24.537866,62.030048
0.512035,1793723793.1785946,5.11565,25.034426,61.215033
0.386825,4026451078.9842353,14.1756,42.837007,59.052144
0.493295,6493705760.974221,1.29121,55.432788,58.178075
0.256806,5975315779.50838,1.51786,43.966653,50.046146
0.789526,4229410801.04,4.6028,37.315095,48.850785
0.236075,3864297884.87792,1.62351,27.634917,49.33196
0.77807,4769311766.412415,12.4708,41.296175,50.241697
0.402392,2399807916.4957085,11.713,30.691928,58.95616
0.273507,6930084922.652131,7.29395,55.249129,55.631514
0.641849,3293587745.341354,1.10792,35.77928,56.779437
0.693567,5658447095.263206,2.20754,48.189515,54.171561
0.972653,6532950985.439551,0.844152,37.557059,39.579828
0.110679,6870115768.772118,1.73233,43.693022,44.538842
0.704292,1748677063.1076808,2.69365,23.463878,53.729497
0.606341,1173295276.5937288,2.50105,16.029277,59.638871
0.660678,5606793132.709207,6.99031,51.317971,57.656715
0.915205,5439460173.5472,8.80535,37.877795,43.658825
0.655795,4693170005.593592,7.02992,46.964332,58.018275
0.262333,1470422806.2598567,7.02038,9.007534,55.100021
0.962956,5357291666.926272,5.64385,34.692227,40.875531
0.727157,5274576630.989113,9.36775,46.08444,53.409575
0.202842,6085756887.064095,1.03257,41.357814,46.896305
0.124907,1996252512.9817066,4.38384,4.381959,49.629971
0.946782,2348971152.261364,7.91394,23.310386,41.984157
0.776036,2141202463.7493842,0.803094,23.246891,48.274806
0.335006,4596048966.537827,5.56342,42.331924,56.076218
0.245002,3215069825.873358,0.96327,17.275845,47.961629
0.89121,2842054165.373068,1.32501,26.188518,43.483614
0.239208,2069970776.5534468,5.74665,15.891273,53.5544
0.25907,3473901063.5465837,7.87558,33.443934,55.318685
0.479556,2523487778.682623,0.902681,24.400486,56.904808
0.214435,3201763245.2295756,12.1423,32.041433,55.140771
0.293538,2639014045.578101,7.8858,27.464591,56.450893
0.584362,5695901891.385265,6.48786,55.061995,61.592558
0.569092,2220019478.478093,4.56873,30.599254,61.320054
0.614537,6767375389.294633,1.73358,57.788006,58.814732
0.686133,4477427760.374531,1.98883,42.441111,54.532205
0.77868,2763189495.2490172,14.6089,31.253525,50.320782
0.707023,2674212229.4902873,2.97967,31.043863,53.661378
0.379692,4682421089.828046,5.57102,43.922497,56.69103
0.651241,6819742680.033464,11.2061,58.117074,58.883106
0.886619,2016844190.2328835,0.870201,20.944116,43.422903
0.534192,6912970649.046272,1.26328,58.569245,59.120654
0.742699,4391016077.747719,1.32438,38.952669,50.664715
0.346184,4015095079.1051073,1.18622,32.617556,52.019462
0.968868,3335498818.882203,2.37021,26.360932,40.190194
0.141055,4359986870.972801,1.40616,25.370953,45.491056
0.722393,1974215253.1630173,1.90696,24.380549,52.279277
0.914191,4391092588.995775,4.24948,33.459764,43.351204
