# BHAC15 tracks for low mass stars (0.07 Msun to 1.4 Msun)
#
# L/Ls: log L/Lsun
# g: log g
# R/Rs : R/Rsun
# Li/Li0: ratio of surface lithium abundance to initial abundance
#
#------------------------------------------------------------
# M/Ms    log t(yr)  Teff      L/Ls    g    R/Rs   Li/Li0
#------------------------------------------------------------
 1.200     9.311     6202.    0.336  4.305  1.276  0.770  
 1.200     9.318     6203.    0.338  4.303  1.279  0.770  
 1.200     9.324     6203.    0.340  4.301  1.281  0.770  
 1.200     9.331     6203.    0.341  4.300  1.284  0.770  
 1.200     9.337     6204.    0.343  4.298  1.287  0.770  
 1.200     9.343     6204.    0.345  4.296  1.289  0.770  
 1.200     9.350     6204.    0.347  4.294  1.292  0.770  
 1.200     9.356     6204.    0.349  4.293  1.294  0.770  
 1.200     9.362     6204.    0.350  4.291  1.297  0.770  
 1.200     9.368     6204.    0.352  4.289  1.300  0.770  
 1.200     9.373     6204.    0.354  4.287  1.302  0.770  
 1.200     9.379     6204.    0.356  4.285  1.305  0.770  
 1.200     9.385     6204.    0.358  4.284  1.308  0.770  
 1.200     9.391     6204.    0.359  4.282  1.311  0.770  
 1.200     9.396     6204.    0.361  4.280  1.314  0.770  
 1.200     9.402     6204.    0.363  4.278  1.317  0.770  
 1.200     9.407     6204.    0.365  4.276  1.320  0.770  
 1.200     9.412     6204.    0.367  4.274  1.323  0.770  
 1.200     9.418     6204.    0.369  4.272  1.326  0.770  
 1.200     9.423     6204.    0.371  4.270  1.329  0.770  
 1.200     9.428     6203.    0.373  4.268  1.332  0.770  
 1.200     9.433     6203.    0.375  4.266  1.335  0.770  
 1.200     9.438     6202.    0.377  4.264  1.338  0.770  
 1.200     9.443     6202.    0.379  4.262  1.341  0.770  
 1.200     9.448     6201.    0.380  4.260  1.344  0.770  
 1.200     9.453     6200.    0.382  4.258  1.347  0.770  
 1.200     9.458     6199.    0.384  4.256  1.350  0.770  
 1.200     9.463     6198.    0.385  4.254  1.353  0.770  
 1.200     9.467     6196.    0.387  4.252  1.356  0.770  
 1.200     9.472     6195.    0.389  4.250  1.360  0.770  
 1.200     9.477     6193.    0.390  4.248  1.363  0.770  
 1.200     9.481     6191.    0.392  4.246  1.366  0.770  
 1.200     9.486     6189.    0.393  4.244  1.369  0.770  
 1.200     9.490     6187.    0.395  4.242  1.372  0.770  
 1.200     9.495     6184.    0.396  4.240  1.376  0.770  
 1.200     9.499     6182.    0.397  4.238  1.379  0.770  
 1.200     9.503     6181.    0.400  4.235  1.383  0.770  
 1.200     9.508     6178.    0.401  4.233  1.386  0.770  
 1.200     9.512     6174.    0.402  4.231  1.389  0.770  
 1.200     9.516     6170.    0.402  4.229  1.392  0.770  
 1.200     9.520     6170.    0.406  4.226  1.397  0.770  
 1.200     9.523     6172.    0.409  4.223  1.403  0.770  
 1.200     9.527     6172.    0.411  4.221  1.405  0.770  
 1.200     9.531     6168.    0.412  4.219  1.408  0.770  
 1.200     9.535     6164.    0.412  4.217  1.411  0.770  
 1.200     9.539     6158.    0.413  4.215  1.415  0.770  
 1.200     9.543     6153.    0.414  4.213  1.418  0.770  
 1.200     9.547     6147.    0.414  4.211  1.422  0.770  
 1.200     9.551     6141.    0.415  4.209  1.426  0.770  
 1.200     9.555     6136.    0.416  4.206  1.430  0.770  
 1.200     9.558     6132.    0.417  4.204  1.434  0.770  
 1.200     9.562     6127.    0.418  4.201  1.438  0.770  
 1.200     9.565     6121.    0.419  4.199  1.441  0.770  
 1.200     9.569     6114.    0.419  4.197  1.445  0.770  
 1.200     9.573     6108.    0.420  4.194  1.449  0.770  
 1.200     9.575     6104.    0.421  4.192  1.453  0.770  
 1.200     9.578     6105.    0.425  4.189  1.459  0.770  
 1.200     9.580     6104.    0.426  4.187  1.462  0.770  
 1.200     9.584     6099.    0.426  4.185  1.465  0.770  
 1.200     9.587     6092.    0.427  4.183  1.468  0.770  
 1.200     9.590     6085.    0.427  4.181  1.473  0.770  
 1.200     9.593     6078.    0.427  4.178  1.477  0.770  
 1.200     9.596     6071.    0.428  4.176  1.480  0.770  
 1.200     9.599     6065.    0.428  4.174  1.484  0.770  
 1.200     9.601     6059.    0.428  4.172  1.487  0.770  
 1.200     9.603     6053.    0.428  4.170  1.491  0.770  
 1.200     9.606     6048.    0.429  4.168  1.494  0.770  
 1.200     9.608     6043.    0.429  4.166  1.497  0.770  
 1.200     9.609     6038.    0.429  4.165  1.500  0.770  
 1.200     9.611     6033.    0.430  4.163  1.502  0.770  
 1.200     9.613     6029.    0.430  4.162  1.505  0.770  
 1.200     9.614     6025.    0.430  4.160  1.508  0.770  
 1.200     9.616     6021.    0.430  4.159  1.510  0.770  
 1.200     9.617     6018.    0.431  4.158  1.512  0.770  
 1.200     9.619     6014.    0.431  4.156  1.514  0.770  
 1.200     9.620     6011.    0.431  4.155  1.516  0.770  
 1.200     9.621     6008.    0.432  4.154  1.518  0.770  
 1.200     9.623     6006.    0.432  4.153  1.520  0.770  
 1.200     9.624     6003.    0.432  4.152  1.522  0.770  
 1.200     9.625     6001.    0.433  4.151  1.524  0.770  
 1.200     9.626     5998.    0.433  4.150  1.526  0.770  
 1.200     9.627     5996.    0.433  4.149  1.528  0.770  
 1.200     9.628     5994.    0.434  4.148  1.529  0.770  
 1.200     9.629     5992.    0.434  4.147  1.531  0.770  
 1.200     9.630     5990.    0.434  4.146  1.532  0.770  
 1.200     9.631     5989.    0.435  4.145  1.534  0.770  
 1.200     9.631     5987.    0.435  4.144  1.535  0.770  
 1.200     9.632     5986.    0.435  4.144  1.537  0.770  
 1.200     9.633     5984.    0.436  4.143  1.538  0.770  
 1.200     9.634     5983.    0.436  4.142  1.539  0.770  
 1.200     9.634     5982.    0.437  4.141  1.541  0.770  
 1.200     9.635     5981.    0.437  4.141  1.542  0.770  
 1.200     9.636     5980.    0.437  4.140  1.543  0.770  
 1.200     9.636     5979.    0.438  4.139  1.544  0.770  
 1.200     9.637     5978.    0.438  4.139  1.545  0.770  
 1.200     9.638     5977.    0.438  4.138  1.546  0.770  
 1.200     9.638     5977.    0.439  4.137  1.548  0.770  
 1.200     9.639     5976.    0.439  4.137  1.549  0.770  
 1.200     9.639     5976.    0.440  4.136  1.550  0.770  
 1.200     9.640     5976.    0.440  4.136  1.551  0.770  
 1.200     9.640     5976.    0.441  4.135  1.552  0.770  
 1.200     9.641     5976.    0.442  4.135  1.553  0.770  
 1.200     9.641     5976.    0.442  4.134  1.554  0.770  
 1.200     9.642     5976.    0.443  4.133  1.555  0.770  
 1.200     9.642     5976.    0.443  4.133  1.556  0.770  
 1.200     9.643     5976.    0.444  4.132  1.557  0.770  
 1.200     9.643     5976.    0.444  4.132  1.557  0.770  
 1.200     9.643     5977.    0.445  4.131  1.558  0.770  
 1.200     9.644     5977.    0.445  4.131  1.559  0.770  
 1.200     9.644     5977.    0.446  4.131  1.560  0.770  
 1.200     9.644     5978.    0.447  4.130  1.561  0.770  
 1.200     9.645     5978.    0.447  4.130  1.562  0.770  
 1.200     9.645     5979.    0.448  4.129  1.562  0.770  
 1.200     9.645     5980.    0.449  4.129  1.563  0.770  
 1.200     9.646     5981.    0.449  4.128  1.564  0.770  
 1.200     9.646     5982.    0.450  4.128  1.565  0.770  
 1.200     9.646     5983.    0.451  4.127  1.565  0.770  
 1.200     9.647     5983.    0.451  4.127  1.566  0.770  
 1.200     9.647     5985.    0.452  4.127  1.567  0.770  
 1.200     9.647     5985.    0.453  4.126  1.568  0.770  
 1.200     9.648     5987.    0.453  4.126  1.568  0.770  
 1.200     9.648     5988.    0.454  4.126  1.569  0.770  
 1.200     9.648     5989.    0.455  4.125  1.570  0.770  
 1.200     9.648     5990.    0.455  4.125  1.570  0.770  
 1.200     9.648     5991.    0.456  4.124  1.571  0.770  
 1.200     9.649     5993.    0.457  4.124  1.572  0.770  
 1.200     9.649     5994.    0.458  4.124  1.572  0.770  
 1.200     9.649     5996.    0.459  4.123  1.573  0.770  
 1.200     9.649     5997.    0.460  4.123  1.574  0.770  
 1.200     9.650     5999.    0.461  4.122  1.575  0.770  
 1.200     9.650     6001.    0.461  4.122  1.575  0.770  
 1.200     9.650     6002.    0.462  4.122  1.576  0.770  
 1.200     9.650     6004.    0.463  4.121  1.577  0.770  
 1.200     9.650     6006.    0.464  4.121  1.577  0.770  
 1.200     9.650     6007.    0.465  4.121  1.578  0.770  
 1.200     9.651     6009.    0.465  4.120  1.579  0.770  
 1.200     9.651     6010.    0.466  4.120  1.579  0.770  
 1.200     9.651     6012.    0.467  4.120  1.580  0.770  
 1.200     9.651     6014.    0.468  4.119  1.580  0.770  
 1.200     9.651     6015.    0.469  4.119  1.581  0.770  
 1.200     9.651     6017.    0.470  4.118  1.582  0.770  
 1.200     9.652     6019.    0.471  4.118  1.583  0.770  
 1.200     9.652     6021.    0.472  4.117  1.584  0.770  
#
#------------------------------------------------------------
# M/Ms    log t(yr)  Teff      L/Ls    g    R/Rs   Li/Li0
#------------------------------------------------------------
 1.300     5.695     4596.    0.688  3.466  3.488  1.000  
 1.300     5.701     4596.    0.684  3.471  3.469  1.000  
 1.300     5.714     4597.    0.674  3.481  3.431  1.000  
 1.300     5.721     4597.    0.670  3.485  3.412  1.000  
 1.300     5.734     4598.    0.660  3.495  3.375  1.000  
 1.300     5.741     4598.    0.656  3.500  3.356  1.000  
 1.300     5.754     4599.    0.646  3.509  3.320  1.000  
 1.300     5.761     4599.    0.642  3.514  3.301  1.000  
 1.300     5.774     4599.    0.632  3.524  3.265  1.000  
 1.300     5.780     4600.    0.628  3.528  3.247  1.000  
 1.300     5.794     4600.    0.618  3.538  3.212  1.000  
 1.300     5.800     4600.    0.614  3.543  3.194  1.000  
 1.300     5.814     4600.    0.604  3.552  3.160  1.000  
 1.300     5.820     4600.    0.599  3.557  3.142  1.000  
 1.300     5.834     4600.    0.590  3.567  3.108  1.000  
 1.300     5.840     4600.    0.585  3.571  3.091  1.000  
 1.300     5.854     4601.    0.576  3.581  3.057  1.000  
 1.300     5.861     4600.    0.571  3.586  3.041  1.000  
 1.300     5.874     4600.    0.561  3.595  3.007  1.000  
 1.300     5.881     4600.    0.557  3.600  2.991  1.000  
 1.300     5.894     4600.    0.547  3.609  2.958  1.000  
 1.300     5.901     4600.    0.542  3.614  2.942  1.000  
 1.300     5.914     4599.    0.532  3.624  2.910  1.000  
 1.300     5.921     4599.    0.528  3.628  2.894  1.000  
 1.300     5.935     4599.    0.518  3.638  2.863  0.999  
 1.300     5.942     4599.    0.513  3.643  2.847  0.999  
 1.300     5.955     4598.    0.503  3.652  2.816  0.999  
 1.300     5.962     4598.    0.499  3.657  2.801  0.999  
 1.300     5.976     4598.    0.489  3.667  2.770  0.999  
 1.300     5.983     4597.    0.484  3.671  2.755  0.999  
 1.300     5.989     4597.    0.479  3.676  2.740  0.999  
 1.300     6.003     4596.    0.469  3.686  2.710  0.998  
 1.300     6.010     4596.    0.464  3.690  2.695  0.998  
 1.300     6.024     4595.    0.455  3.700  2.666  0.998  
 1.300     6.031     4595.    0.450  3.705  2.651  0.998  
 1.300     6.045     4594.    0.440  3.714  2.622  0.997  
 1.300     6.052     4594.    0.435  3.719  2.608  0.997  
 1.300     6.065     4593.    0.425  3.729  2.579  0.997  
 1.300     6.072     4593.    0.420  3.733  2.565  0.996  
 1.300     6.079     4592.    0.415  3.738  2.551  0.996  
 1.300     6.093     4592.    0.405  3.748  2.523  0.995  
 1.300     6.100     4591.    0.400  3.752  2.509  0.995  
 1.300     6.114     4590.    0.391  3.762  2.482  0.994  
 1.300     6.121     4590.    0.386  3.767  2.468  0.994  
 1.300     6.135     4589.    0.376  3.776  2.441  0.993  
 1.300     6.143     4589.    0.371  3.781  2.428  0.993  
 1.300     6.150     4588.    0.366  3.786  2.414  0.992  
 1.300     6.163     4588.    0.357  3.795  2.390  0.991  
 1.300     6.173     4587.    0.349  3.802  2.370  0.991  
 1.300     6.183     4586.    0.343  3.808  2.354  0.990  
 1.300     6.191     4586.    0.337  3.814  2.339  0.989  
 1.300     6.202     4585.    0.329  3.821  2.318  0.988  
 1.300     6.210     4585.    0.324  3.827  2.304  0.988  
 1.300     6.222     4584.    0.316  3.834  2.283  0.987  
 1.300     6.229     4584.    0.311  3.839  2.270  0.986  
 1.300     6.241     4584.    0.303  3.847  2.251  0.985  
 1.300     6.250     4583.    0.297  3.853  2.235  0.984  
 1.300     6.259     4583.    0.291  3.859  2.219  0.983  
 1.300     6.269     4582.    0.284  3.866  2.203  0.982  
 1.300     6.279     4582.    0.277  3.872  2.186  0.980  
 1.300     6.289     4582.    0.271  3.879  2.170  0.979  
 1.300     6.300     4581.    0.263  3.886  2.151  0.978  
 1.300     6.310     4581.    0.257  3.892  2.136  0.976  
 1.300     6.324     4581.    0.248  3.901  2.114  0.974  
 1.300     6.330     4581.    0.244  3.905  2.104  0.973  
 1.300     6.345     4581.    0.235  3.914  2.082  0.971  
 1.300     6.352     4581.    0.230  3.919  2.071  0.970  
 1.300     6.366     4581.    0.221  3.928  2.050  0.968  
 1.300     6.373     4581.    0.217  3.932  2.040  0.967  
 1.300     6.380     4581.    0.212  3.937  2.029  0.966  
 1.300     6.394     4582.    0.204  3.946  2.009  0.963  
 1.300     6.401     4582.    0.199  3.950  1.999  0.962  
 1.300     6.415     4582.    0.191  3.959  1.979  0.960  
 1.300     6.422     4583.    0.187  3.963  1.969  0.959  
 1.300     6.436     4583.    0.179  3.971  1.950  0.956  
 1.300     6.442     4584.    0.175  3.976  1.941  0.955  
 1.300     6.449     4584.    0.171  3.980  1.932  0.954  
 1.300     6.463     4586.    0.163  3.988  1.913  0.951  
 1.300     6.470     4586.    0.159  3.992  1.904  0.950  
 1.300     6.483     4588.    0.152  4.000  1.887  0.947  
 1.300     6.490     4588.    0.148  4.004  1.878  0.946  
 1.300     6.503     4590.    0.141  4.012  1.861  0.943  
 1.300     6.509     4591.    0.137  4.016  1.853  0.941  
 1.300     6.522     4592.    0.130  4.023  1.837  0.939  
 1.300     6.535     4594.    0.123  4.031  1.821  0.936  
 1.300     6.542     4595.    0.120  4.035  1.813  0.935  
 1.300     6.555     4597.    0.113  4.042  1.798  0.932  
 1.300     6.561     4599.    0.110  4.046  1.790  0.931  
 1.300     6.574     4601.    0.104  4.053  1.775  0.928  
 1.300     6.580     4603.    0.101  4.056  1.768  0.927  
 1.300     6.592     4606.    0.095  4.063  1.754  0.924  
 1.300     6.605     4609.    0.089  4.070  1.740  0.922  
 1.300     6.611     4611.    0.087  4.074  1.734  0.920  
 1.300     6.623     4614.    0.081  4.080  1.720  0.918  
 1.300     6.635     4618.    0.076  4.087  1.707  0.915  
 1.300     6.641     4620.    0.074  4.090  1.701  0.914  
 1.300     6.653     4624.    0.069  4.096  1.689  0.912  
 1.300     6.665     4629.    0.065  4.103  1.677  0.910  
 1.300     6.670     4631.    0.062  4.106  1.671  0.909  
 1.300     6.682     4636.    0.058  4.112  1.659  0.907  
 1.300     6.694     4642.    0.054  4.117  1.648  0.905  
 1.300     6.699     4644.    0.053  4.120  1.643  0.904  
 1.300     6.711     4650.    0.049  4.126  1.632  0.902  
 1.300     6.722     4656.    0.046  4.132  1.622  0.900  
 1.300     6.733     4662.    0.043  4.137  1.612  0.899  
 1.300     6.744     4669.    0.040  4.142  1.602  0.897  
 1.300     6.749     4673.    0.039  4.145  1.597  0.896  
 1.300     6.760     4680.    0.037  4.150  1.588  0.895  
 1.300     6.771     4687.    0.035  4.154  1.579  0.894  
 1.300     6.781     4695.    0.033  4.159  1.571  0.892  
 1.300     6.791     4704.    0.031  4.164  1.563  0.891  
 1.300     6.802     4713.    0.030  4.168  1.555  0.890  
 1.300     6.812     4722.    0.029  4.172  1.547  0.889  
 1.300     6.822     4732.    0.029  4.176  1.540  0.888  
 1.300     6.832     4742.    0.029  4.180  1.533  0.887  
 1.300     6.842     4752.    0.029  4.184  1.526  0.886  
 1.300     6.851     4763.    0.029  4.188  1.520  0.885  
 1.300     6.861     4775.    0.030  4.191  1.514  0.885  
 1.300     6.870     4786.    0.031  4.195  1.508  0.884  
 1.300     6.879     4799.    0.032  4.198  1.503  0.884  
 1.300     6.893     4817.    0.034  4.202  1.495  0.883  
 1.300     6.902     4830.    0.036  4.205  1.491  0.883  
 1.300     6.911     4843.    0.039  4.207  1.486  0.882  
 1.300     6.920     4857.    0.041  4.210  1.482  0.882  
 1.300     6.932     4879.    0.046  4.213  1.477  0.881  
 1.300     6.941     4894.    0.049  4.215  1.474  0.881  
 1.300     6.949     4910.    0.053  4.216  1.471  0.881  
 1.300     6.961     4936.    0.060  4.219  1.467  0.881  
 1.300     6.969     4954.    0.065  4.220  1.465  0.881  
 1.300     6.981     4982.    0.073  4.222  1.462  0.881  
 1.300     6.992     5010.    0.082  4.223  1.460  0.880  
 1.300     7.000     5029.    0.088  4.223  1.459  0.880  
 1.300     7.011     5058.    0.097  4.224  1.458  0.880  
 1.300     7.021     5088.    0.107  4.224  1.458  0.880  
 1.300     7.032     5120.    0.119  4.224  1.458  0.880  
 1.300     7.042     5152.    0.130  4.223  1.460  0.880  
 1.300     7.052     5185.    0.142  4.222  1.462  0.880  
 1.300     7.061     5217.    0.155  4.220  1.464  0.880  
 1.300     7.069     5250.    0.167  4.219  1.467  0.880  
 1.300     7.080     5293.    0.184  4.216  1.472  0.880  
 1.300     7.091     5336.    0.202  4.213  1.477  0.880  
 1.300     7.101     5378.    0.219  4.209  1.484  0.880  
 1.300     7.110     5418.    0.236  4.204  1.491  0.880  
 1.300     7.120     5466.    0.258  4.199  1.501  0.880  
 1.300     7.130     5512.    0.278  4.192  1.513  0.880  
 1.300     7.139     5555.    0.299  4.185  1.525  0.880  
 1.300     7.150     5612.    0.327  4.175  1.543  0.880  
 1.300     7.159     5657.    0.349  4.166  1.558  0.880  
 1.300     7.170     5714.    0.378  4.155  1.579  0.880  
 1.300     7.179     5767.    0.404  4.145  1.597  0.880  
 1.300     7.190     5830.    0.434  4.134  1.617  0.880  
 1.300     7.199     5889.    0.460  4.126  1.632  0.880  
 1.300     7.209     5958.    0.486  4.120  1.644  0.880  
 1.300     7.219     6029.    0.509  4.118  1.648  0.880  
 1.300     7.229     6100.    0.527  4.120  1.644  0.880  
 1.300     7.239     6167.    0.539  4.127  1.630  0.880  
 1.300     7.249     6232.    0.544  4.140  1.606  0.880  
