0.000000 1.523663 0.093413 1.850610 49.578540 -73.537621 19.412401
1000.000000 1.523579 0.094477 1.766477 46.554883 -66.066005 -98.905560
2000.000000 1.523666 0.095225 1.677804 43.409284 -58.534355 142.919650
3000.000000 1.523800 0.096161 1.584383 40.084179 -50.867037 24.741535
4000.000000 1.523579 0.096993 1.485841 36.553133 -43.016585 -93.398433
5000.000000 1.523581 0.097743 1.382378 32.798636 -34.929484 148.460560
6000.000000 1.523693 0.098524 1.273967 28.709860 -26.592453 30.362210
7000.000000 1.523653 0.099280 1.160833 24.198403 -17.842209 -87.657303
8000.000000 1.523588 0.099997 1.043690 19.125419 -8.467691 154.195520
9000.000000 1.523614 0.100582 0.923682 13.195003 1.649276 36.197028
10000.000000 1.523688 0.101238 0.802702 6.016532 13.029288 -81.819501
11000.000000 1.523666 0.101959 0.684322 -3.039709 26.321004 160.124050
12000.000000 1.523629 0.102346 0.574992 -15.114641 42.593755 42.120115
13000.000000 1.523731 0.102869 0.486055 -31.621767 63.256728 -75.880046
14000.000000 1.523745 0.103464 0.435647 -53.235538 89.091973 166.108380
15000.000000 1.523637 0.103755 0.442743 -77.321185 117.367040 48.081733
16000.000000 1.523667 0.104129 0.507305 -98.662774 142.856340 -69.875676
17000.000000 1.523756 0.104529 0.613158 -114.928970 163.308250 172.118830
18000.000000 1.523678 0.104785 0.743927 -126.895250 179.500620 54.063671
19000.000000 1.523617 0.104999 0.888801 -136.109390 -167.122340 -63.889377
20000.000000 1.523654 0.105260 1.041796 -143.551470 -155.511830 178.087940
21000.000000 1.523676 0.105374 1.198740 -149.834870 -144.961660 60.040187
22000.000000 1.523641 0.105497 1.358725 -155.410630 -135.166630 -58.005758
23000.000000 1.523607 0.105568 1.519738 -160.492790 -125.910760 -176.005590
24000.000000 1.523648 0.105628 1.680700 -165.223160 -116.889150 65.913793
25000.000000 1.523677 0.105556 1.842318 -169.725200 -108.134130 -52.181303
26000.000000 1.523615 0.105469 2.003209 -174.050920 -99.567292 -170.209170
27000.000000 1.523665 0.105507 2.163475 -178.229160 -91.071071 71.631874
