462639 201 3 0.00011853966881027402 63241.077088070931 333000
0 0.00050000000000000001 20000 13 16
0  7  8  9  12 10 15 1  2  3  4  5  6
#
# HNBody body-specific file (Bodycentric coordinates).
#
# Line 3 encodes the data type for each column as follows:
#
#  0-Time (= Epoch)  1-x1 2-x2 3-x3   4-v1 5-v2 6-v3
#  7-SemiMajorAxis   8-Eccentricity   9-Inclination
# 10-LongAscendNode 11-ArgPeriapse   12-LongPeriapse
# 13-TimePeriapse   14-PeriDistance  15-MeanAnomaly
# 16-TrueAnomaly    17-MeanLongitude 18-TrueLongitude
# 19-MeanLatitude   20-TrueLatitude  21-Mass
# 22-EncRadius      23-CaptRadius    24-IdTag
# 25-JacIndex
#
 0  1.00000011  0.01671022000000019  3.399999999999999  102.94719 -11.26064000000001 -2.482840000000008 -0.1774759101252439  0.9656370526043268  0.05420604018360356 -6.282379835646112 -1.151580102957189 -0.1399832891511282
 10  0.9999899412451685  0.01668140803483137  3.39893140603526  103.091564245075 -11.29920470641791 -2.836173953271591 -0.1737521078592525  0.9663352343497558  0.05425845148298322 -6.286494580702027 -1.128005549303614 -0.1388513531723869
 20  1.000013429304156  0.01676451545785101  3.397373247897321  103.050384671984 -11.33890384032443 -3.006056635388391 -0.1700701647272577  0.9669296560819498  0.05429628439506622 -6.291119414251173 -1.104601023787299 -0.1377236871185732
 30  0.9999971900730037  0.01668978392493674  3.396160122516613  102.9385399930731 -11.37422888823039 -3.107364153229655 -0.1664268788327952  0.9676218207273301  0.0543466921694423 -6.294803975022308 -1.080983626039902 -0.1365612113140212
 40  1.000000528467505  0.01668976530422464  3.395126263853925  103.0686104288321 -11.41142916680515 -3.446449093204492 -0.1626975609557776  0.9682622839862319  0.05439748119544928 -6.298784223791097 -1.057399986674529 -0.1354242677568608
 50  1.00000215369926  0.0166766190343039  3.39369377287549  103.1662149920512 -11.45160610003115 -3.756519121165839 -0.1589276982535158  0.9689065999408764  0.05444169678458133 -6.302651081100356 -1.033470821864033 -0.1342697685714291
 60  1.000011503012004  0.01669918921979734  3.392169371038365  103.1008065813147 -11.48682433237843 -3.905067604214712 -0.1552133286811785  0.9694957769938723  0.05448255841170724 -6.306626010337006 -1.009687306911722 -0.1330922909161514
 70  0.9999888026605959  0.0166470235623785  3.391203714790666  103.2987227075524 -11.52516343727271 -4.310495825546363 -0.1514765508688614  0.9701227186303893  0.05453395654328812 -6.310063451765985 -0.9860855940980444 -0.1319617022318697
 80  1.000013707078191  0.01673510124936453  3.389967997330076  103.2444556905509 -11.56440592446978 -4.467863688917617 -0.1477741423179518  0.9706308938002949  0.05457359665493667 -6.31418637114182 -0.9625315381512654 -0.1308383751542997
 90  0.9999975369498952  0.01666520497032457  3.388464789240387  103.1791342087724 -11.59821923497181 -4.615660646383727 -0.1440922101407487  0.9712398965461112  0.0546166243682003 -6.317366755323218 -0.9387694460125189 -0.1296492690652429
 100  1.000000215439041  0.0166714379170323  3.387302517151894  103.2256337079548 -11.63363863570844 -4.873805637245992 -0.1403494549232468  0.9717881332216799  0.05466198154694354 -6.320871313087771 -0.9149700072411024 -0.1284863057536683
 110  1.000002188459691  0.01665352021617207  3.386080060338766  103.3885050350351 -11.67837747033967 -5.245825284029619 -0.136589783139985  0.9723512986274677  0.05470444595151228 -6.32410257371104 -0.8912079614153811 -0.1273791604798069
 120  1.000020932739021  0.01668372134545038  3.384637347048016  103.280896120086 -11.71543126543897 -5.353045012180379 -0.1328695732444386  0.9728557616935026  0.05474231682033851 -6.327560846230262 -0.8673180621128351 -0.1262127795530525
 130  0.9999813313510023  0.01660604125890073  3.383474895128419  103.4461877850197 -11.74748345268863 -5.730875459298462 -0.1290592765425347  0.973415645068794  0.05479089963107993 -6.33040829163889 -0.843156754342375 -0.1250041432966094
 140  1.000009181848415  0.01668710085667833  3.382339944131477  103.4868131682692 -11.78591218793061 -5.981453098470276 -0.1253200051223842  0.973855911222705  0.05483021238595023 -6.333915431410368 -0.8195091541976706 -0.123875153040365
 150  1.000015491379051  0.01668152966797475  3.380706687223495  103.4665713771262 -11.8282441775944 -6.169811125127357 -0.1216637570088061  0.9743355819628382  0.05486162997753211 -6.336825631079635 -0.7961131378626716 -0.1227609854265067
 160  0.9999992661040362  0.01665862938459119  3.379611805098689  103.3305691386927 -11.86126965327576 -6.249323238745953 -0.117953433283059  0.9747987552957617  0.05490476485714677 -6.339700999159715 -0.7721586155798436 -0.1215771775196217
